0000000000000000	-6471.19496907
0010000000000000	-6380.34939671
0100000000000000	-4909.72507433
0110000000000000	-4818.87950198
1000000000000000	-5895.95582527
1010000000000000	-5805.11025292
1100000000000000	-4579.75656202
1110000000000000	-4488.91098967
0000000000000000	-6471.19496907
0001000000000000	-5408.69482785
0010000000000000	-6380.34939671
0011000000000000	-5364.61823371
0100000000000000	-4909.72507433
0101000000000000	-3847.22493311
0110000000000000	-4818.87950198
0111000000000000	-3803.14833898
1000000000000000	-5895.95582527
1001000000000000	-4833.45568405
1010000000000000	-5805.11025292
1011000000000000	-4789.37908992
1100000000000000	-4579.75656202
1101000000000000	-3517.2564208
1110000000000000	-4488.91098967
1111000000000000	-3473.17982667
0000000000000000	-6471.19496907
0000100000000000	-5832.32723573
0001000000000000	-5408.69482785
0001100000000000	-5086.4392011
0010000000000000	-6380.34939671
0010100000000000	-5741.48166337
0011000000000000	-5364.61823371
0011100000000000	-5042.36260697
0100000000000000	-4909.72507433
0100100000000000	-4270.85734099
0101000000000000	-3847.22493311
0101100000000000	-3524.96930637
0110000000000000	-4818.87950198
0110100000000000	-4180.01176863
0111000000000000	-3803.14833898
0111100000000000	-3480.89271224
1000000000000000	-5895.95582527
1000100000000000	-5257.08809193
1001000000000000	-4833.45568405
1001100000000000	-4511.20005731
1010000000000000	-5805.11025292
1010100000000000	-5166.24251957
1011000000000000	-4789.37908992
1011100000000000	-4467.12346318
1100000000000000	-4579.75656202
1100100000000000	-3940.88882868
1101000000000000	-3517.2564208
1101100000000000	-3195.00079406
1110000000000000	-4488.91098967
1110100000000000	-3850.04325633
1111000000000000	-3473.17982667
1111100000000000	-3150.92419993
1000000000000000	-5895.95582527
1000010000000000	-5668.86935229
1000100000000000	-5257.08809193
1000110000000000	-5095.82691781
1001000000000000	-4833.45568405
1001010000000000	-4606.36921107
1001100000000000	-4511.20005731
1001110000000000	-4349.93888318
1010000000000000	-5805.11025292
1010010000000000	-5578.02377994
1010100000000000	-5166.24251957
1010110000000000	-5004.98134545
1011000000000000	-4789.37908992
1011010000000000	-4562.29261694
1011100000000000	-4467.12346318
1011110000000000	-4305.86228905
1100000000000000	-4579.75656202
1100010000000000	-4352.67008904
1100100000000000	-3940.88882868
1100110000000000	-3779.62765456
1101000000000000	-3517.2564208
1101010000000000	-3290.16994782
1101100000000000	-3195.00079406
1101110000000000	-3033.73961994
1110000000000000	-4488.91098967
1110010000000000	-4261.82451669
1110100000000000	-3850.04325633
1110110000000000	-3688.7820822
1111000000000000	-3473.17982667
1111010000000000	-3246.09335369
1111100000000000	-3150.92419993
1111110000000000	-2989.6630258
1100000000000000	-4579.75656202
1100001000000000	-3902.26230507
1100010000000000	-4352.67008904
1100011000000000	-3702.57041537
1100100000000000	-3940.88882868
1100101000000000	-3263.39457173
1100110000000000	-3779.62765456
1100111000000000	-3129.52798088
1101000000000000	-3517.2564208
1101001000000000	-2839.76216385
1101010000000000	-3290.16994782
1101011000000000	-2640.07027415
1101100000000000	-3195.00079406
1101101000000000	-2517.50653711
1101110000000000	-3033.73961994
1101111000000000	-2383.63994626
1110000000000000	-4488.91098967
1110001000000000	-3811.41673271
1110010000000000	-4261.82451669
1110011000000000	-3611.72484302
1110100000000000	-3850.04325633
1110101000000000	-3172.54899937
1110110000000000	-3688.7820822
1110111000000000	-3038.68240853
1111000000000000	-3473.17982667
1111001000000000	-2795.68556972
1111010000000000	-3246.09335369
1111011000000000	-2595.99368002
1111100000000000	-3150.92419993
1111101000000000	-2473.42994297
1111110000000000	-2989.6630258
1111111000000000	-2339.56335213
1110000000000000	-4488.91098967
1110000100000000	-4352.6224848
1110001000000000	-3811.41673271
1110001100000000	-3742.830905
1110010000000000	-4261.82451669
1110010100000000	-4125.53601182
1110011000000000	-3611.72484302
1110011100000000	-3543.1390153
1110100000000000	-3850.04325633
1110100100000000	-3713.75475146
1110101000000000	-3172.54899937
1110101100000000	-3103.96317166
1110110000000000	-3688.7820822
1110110100000000	-3552.49357734
1110111000000000	-3038.68240853
1110111100000000	-2970.09658082
1111000000000000	-3473.17982667
1111000100000000	-3336.8913218
1111001000000000	-2795.68556972
1111001100000000	-2727.099742
1111010000000000	-3246.09335369
1111010100000000	-3109.80484882
1111011000000000	-2595.99368002
1111011100000000	-2527.4078523
1111100000000000	-3150.92419993
1111100100000000	-3014.63569506
1111101000000000	-2473.42994297
1111101100000000	-2404.84411526
1111110000000000	-2989.6630258
1111110100000000	-2853.37452094
1111111000000000	-2339.56335213
1111111100000000	-2270.97752442
1111000000000000	-3473.17982667
1111000010000000	-3424.65691089
1111000100000000	-3336.8913218
1111000110000000	-3288.36840602
1111001000000000	-2795.68556972
1111001010000000	-2747.16265393
1111001100000000	-2727.099742
1111001110000000	-2678.57682622
1111010000000000	-3246.09335369
1111010010000000	-3197.57043791
1111010100000000	-3109.80484882
1111010110000000	-3061.28193304
1111011000000000	-2595.99368002
1111011010000000	-2547.47076423
1111011100000000	-2527.4078523
1111011110000000	-2478.88493652
1111100000000000	-3150.92419993
1111100010000000	-3102.40128415
1111100100000000	-3014.63569506
1111100110000000	-2966.11277928
1111101000000000	-2473.42994297
1111101010000000	-2424.90702719
1111101100000000	-2404.84411526
1111101110000000	-2356.32119948
1111110000000000	-2989.6630258
1111110010000000	-2941.14011002
1111110100000000	-2853.37452094
1111110110000000	-2804.85160516
1111111000000000	-2339.56335213
1111111010000000	-2291.04043635
1111111100000000	-2270.97752442
1111111110000000	-2222.45460864
1111100000000000	-3150.92419993
1111100001000000	-2313.63842354
1111100010000000	-3102.40128415
1111100011000000	-2265.11550776
1111100100000000	-3014.63569506
1111100101000000	-2177.34991868
1111100110000000	-2966.11277928
1111100111000000	-2128.8270029
1111101000000000	-2473.42994297
1111101001000000	-1636.14416659
1111101010000000	-2424.90702719
1111101011000000	-1587.62125081
1111101100000000	-2404.84411526
1111101101000000	-1567.55833888
1111101110000000	-2356.32119948
1111101111000000	-1519.0354231
1111110000000000	-2989.6630258
1111110001000000	-2152.37724942
1111110010000000	-2941.14011002
1111110011000000	-2103.85433364
1111110100000000	-2853.37452094
1111110101000000	-2016.08874455
1111110110000000	-2804.85160516
1111110111000000	-1967.56582877
1111111000000000	-2339.56335213
1111111001000000	-1502.27757575
1111111010000000	-2291.04043635
1111111011000000	-1453.75465997
1111111100000000	-2270.97752442
1111111101000000	-1433.69174804
1111111110000000	-2222.45460864
1111111111000000	-1385.16883225
1111110000000000	-2989.6630258
1111110000100000	-2902.21792057
1111110001000000	-2152.37724942
1111110001100000	-2090.51789024
1111110010000000	-2941.14011002
1111110010100000	-2853.69500479
1111110011000000	-2103.85433364
1111110011100000	-2041.99497446
1111110100000000	-2853.37452094
1111110100100000	-2765.92941571
1111110101000000	-2016.08874455
1111110101100000	-1954.22938537
1111110110000000	-2804.85160516
1111110110100000	-2717.40649993
1111110111000000	-1967.56582877
1111110111100000	-1905.70646959
1111111000000000	-2339.56335213
1111111000100000	-2252.1182469
1111111001000000	-1502.27757575
1111111001100000	-1440.41821657
1111111010000000	-2291.04043635
1111111010100000	-2203.59533112
1111111011000000	-1453.75465997
1111111011100000	-1391.89530079
1111111100000000	-2270.97752442
1111111100100000	-2183.53241919
1111111101000000	-1433.69174804
1111111101100000	-1371.83238886
1111111110000000	-2222.45460864
1111111110100000	-2135.00950341
1111111111000000	-1385.16883225
1111111111100000	-1323.30947307
1111111000000000	-2339.56335213
1111111000010000	-1700.69758007
1111111000100000	-2252.1182469
1111111000110000	-1636.22998175
1111111001000000	-1502.27757575
1111111001010000	-863.411803685
1111111001100000	-1440.41821657
1111111001110000	-824.529951417
1111111010000000	-2291.04043635
1111111010010000	-1652.17466429
1111111010100000	-2203.59533112
1111111010110000	-1587.70706597
1111111011000000	-1453.75465997
1111111011010000	-814.888887904
1111111011100000	-1391.89530079
1111111011110000	-776.007035635
1111111100000000	-2270.97752442
1111111100010000	-1632.11175236
1111111100100000	-2183.53241919
1111111100110000	-1567.64415404
1111111101000000	-1433.69174804
1111111101010000	-794.825975974
1111111101100000	-1371.83238886
1111111101110000	-755.944123705
1111111110000000	-2222.45460864
1111111110010000	-1583.58883658
1111111110100000	-2135.00950341
1111111110110000	-1519.12123826
1111111111000000	-1385.16883225
1111111111010000	-746.303060192
1111111111100000	-1323.30947307
1111111111110000	-707.421207923
1111111100000000	-2270.97752442
1111111100001000	-1504.53088552
1111111100010000	-1632.11175236
1111111100011000	-1225.30380002
1111111100100000	-2183.53241919
1111111100101000	-1417.08578029
1111111100110000	-1567.64415404
1111111100111000	-1160.8362017
1111111101000000	-1433.69174804
1111111101001000	-667.24510914
1111111101010000	-794.825975974
1111111101011000	-388.018023636
1111111101100000	-1371.83238886
1111111101101000	-605.38574996
1111111101110000	-755.944123705
1111111101111000	-349.136171368
1111111110000000	-2222.45460864
1111111110001000	-1456.00796974
1111111110010000	-1583.58883658
1111111110011000	-1176.78088424
1111111110100000	-2135.00950341
1111111110101000	-1368.56286451
1111111110110000	-1519.12123826
1111111110111000	-1112.31328592
1111111111000000	-1385.16883225
1111111111001000	-618.722193358
1111111111010000	-746.303060192
1111111111011000	-339.495107855
1111111111100000	-1323.30947307
1111111111101000	-556.862834179
1111111111110000	-707.421207923
1111111111111000	-300.613255586
1111111110000000	-2222.45460864
1111111110000100	-1814.66505215
1111111110001000	-1456.00796974
1111111110001100	-1198.5960377
1111111110010000	-1583.58883658
1111111110010100	-1175.79928009
1111111110011000	-1176.78088424
1111111110011100	-919.3689522
1111111110100000	-2135.00950341
1111111110100100	-1727.21994692
1111111110101000	-1368.56286451
1111111110101100	-1111.15093247
1111111110110000	-1519.12123826
1111111110110100	-1111.33168177
1111111110111000	-1112.31328592
1111111110111100	-854.901353882
1111111111000000	-1385.16883225
1111111111000100	-977.379275763
1111111111001000	-618.722193358
1111111111001100	-361.31026132
1111111111010000	-746.303060192
1111111111010100	-338.513503702
1111111111011000	-339.495107855
1111111111011100	-82.0831758164
1111111111100000	-1323.30947307
1111111111100100	-915.519916584
1111111111101000	-556.862834179
1111111111101100	-299.45090214
1111111111110000	-707.421207923
1111111111110100	-299.631651433
1111111111111000	-300.613255586
1111111111111100	-43.2013235477
1111111111000000	-1385.16883225
1111111111000010	-1362.89614647
1111111111000100	-977.379275763
1111111111000110	-955.106589975
1111111111001000	-618.722193358
1111111111001010	-596.44950757
1111111111001100	-361.31026132
1111111111001110	-339.037575532
1111111111010000	-746.303060192
1111111111010010	-724.030374404
1111111111010100	-338.513503702
1111111111010110	-316.240817914
1111111111011000	-339.495107855
1111111111011010	-317.222422067
1111111111011100	-82.0831758164
1111111111011110	-59.8104900285
1111111111100000	-1323.30947307
1111111111100010	-1301.03678729
1111111111100100	-915.519916584
1111111111100110	-893.247230796
1111111111101000	-556.862834179
1111111111101010	-534.590148391
1111111111101100	-299.45090214
1111111111101110	-277.178216352
1111111111110000	-707.421207923
1111111111110010	-685.148522135
1111111111110100	-299.631651433
1111111111110110	-277.358965645
1111111111111000	-300.613255586
1111111111111010	-278.340569798
1111111111111100	-43.2013235477
1111111111111110	-20.9286377598
1111111111100000	-1323.30947307
1111111111100001	-1302.38083531
1111111111100010	-1301.03678729
1111111111100011	-1280.10814953
1111111111100100	-915.519916584
1111111111100101	-894.591278824
1111111111100110	-893.247230796
1111111111100111	-872.318593036
1111111111101000	-556.862834179
1111111111101001	-535.934196419
1111111111101010	-534.590148391
1111111111101011	-513.661510631
1111111111101100	-299.45090214
1111111111101101	-278.52226438
1111111111101110	-277.178216352
1111111111101111	-256.249578593
1111111111110000	-707.421207923
1111111111110001	-686.492570164
1111111111110010	-685.148522135
1111111111110011	-664.219884376
1111111111110100	-299.631651433
1111111111110101	-278.703013673
1111111111110110	-277.358965645
1111111111110111	-256.430327885
1111111111111000	-300.613255586
1111111111111001	-279.684617826
1111111111111010	-278.340569798
1111111111111011	-257.411932039
1111111111111100	-43.2013235477
1111111111111101	-22.2726857879
1111111111111110	-20.9286377598
1111111111111111	0.0
1111111111110000	-707.421207923
1111111111110001	-686.492570164
1111111111110010	-685.148522135
1111111111110011	-664.219884376
1111111111110100	-299.631651433
1111111111110101	-278.703013673
1111111111110110	-277.358965645
1111111111110111	-256.430327885
1111111111111000	-300.613255586
1111111111111001	-279.684617826
1111111111111010	-278.340569798
1111111111111011	-257.411932039
1111111111111100	-43.2013235477
1111111111111101	-22.2726857879
1111111111111110	-20.9286377598
1111111111111111	0.0
1111111111111000	-300.613255586
1111111111111001	-279.684617826
1111111111111010	-278.340569798
1111111111111011	-257.411932039
1111111111111100	-43.2013235477
1111111111111101	-22.2726857879
1111111111111110	-20.9286377598
1111111111111111	0.0
